model,regime,criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
qwen25vl,lora,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
qwen25vl,lora,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
qwen25vl,lora,Enables comparison between models and overfitting issues,2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,lora,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,lora,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.55,0.5135135135135136,0.49056603773584906,0.4444444444444444,0.816496580927726,-0.4444444444444444,0.6350852961085883,0.6277225454255997,0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2041241452319315,0.0
qwen25vl,lora,Technical Accuracy (2 Marks),9,9,1.0,0.3305785123966942,0.20253164556962022,0.06896551724137934,0.7777777777777778,1.0,-0.3333333333333333,0.36563621206356534,0.378489059622558,0.3333333333333333,0.8888888888888888,0.3888888888888889,0.5,0.0
qwen25vl,lora,Examples/Protocols(1 Mark),9,9,1.0,0.5,0.5,0.5,0.2222222222222222,0.4714045207910317,0.0,0.5,0.5,0.7777777777777778,1.0,0.2222222222222222,0.4714045207910317,0.0
qwen25vl,lora,Clarity & Organization (1 Mark),9,9,1.0,0.3076923076923077,0.3076923076923076,0.3076923076923076,0.3333333333333333,0.5773502691896257,0.1111111111111111,0.3162277660168379,0.31622776601683794,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
qwen25vl,zero_shot,Supervised Learning,9,9,1.0,-0.125,-0.125,-0.12499999999999978,0.3333333333333333,0.408248290463863,-0.2222222222222222,-0.18898223650461365,-0.1889822365046136,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
qwen25vl,zero_shot,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
qwen25vl,zero_shot,Reinforcement Learning,9,9,1.0,0.37,0.18181818181818188,0.05263157894736836,0.4444444444444444,0.6236095644623235,-0.1111111111111111,0.9540646527893839,0.6123724356957946,0.3333333333333333,0.8888888888888888,0.17777777777777776,0.2494438257849294,0.0
qwen25vl,zero_shot,"Example, Overall Clarity & Structure",9,9,1.0,-0.3999999999999999,-0.16470588235294126,-0.016129032258064502,0.6111111111111112,0.7637626158259734,0.2777777777777778,-0.663488802697037,-0.658504607868518,0.2222222222222222,0.8888888888888888,0.24444444444444446,0.30550504633038933,0.0
qwen25vl,zero_shot,Defintion of climate and weather,6,6,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.25,0.25,0.0
qwen25vl,zero_shot,Name of the climate variables,6,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.7637626158259734,-0.16666666666666666,,,0.0,0.8333333333333334,0.3333333333333333,0.3818813079129867,0.0
qwen25vl,zero_shot,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.037735849056603765,0.03571428571428581,0.032258064516129115,0.375,0.4208127057650866,-0.375,0.20000000000000004,0.20000000000000007,0.16666666666666666,1.0,0.1875,0.2104063528825433,0.0
qwen25vl,zero_shot,Understanding of Concept,10,10,1.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.4,0.6324555320336759,0.0,0.2,0.2,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,zero_shot,Step-by-Step Procedure,10,10,1.0,-0.36363636363636354,-0.36363636363636354,-0.36363636363636354,0.6,0.7745966692414834,-0.2,-0.40824829046386313,-0.408248290463863,0.4,1.0,0.15,0.19364916731037085,0.0
qwen25vl,zero_shot,Accuracy of Final Answer,10,10,1.0,0.0,0.04255319148936165,0.07894736842105265,0.9,1.140175425099138,0.9,0.0,0.0,0.3,0.8,0.225,0.2850438562747845,0.0
qwen25vl,zero_shot,Clarity & Presentation,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,-0.2,,,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,zero_shot,Concept of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
qwen25vl,zero_shot,Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
qwen25vl,zero_shot,Concept of Histogram Matching,4,4,1.0,0.5555555555555556,0.33333333333333337,0.11111111111111116,0.5,0.7071067811865476,0.5,0.8703882797784892,0.8164965809277261,0.5,1.0,0.125,0.1767766952966369,0.0
qwen25vl,zero_shot,Necessity of Histogram Matching,4,4,1.0,0.125,0.0,-0.1428571428571428,1.25,1.3228756555322954,1.25,0.5773502691896258,0.5773502691896257,0.0,0.75,0.3125,0.33071891388307384,0.0
qwen25vl,zero_shot,Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.5,0.5,0.16666666666666666,,,0.0,1.0,0.25,0.25,0.0
qwen25vl,zero_shot,Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.16666666666666666,0.2041241452319315,0.0
qwen25vl,zero_shot,Correct identification of keys in given relation (2),6,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.7637626158259734,0.3333333333333333,,,0.0,0.8333333333333334,0.3333333333333333,0.3818813079129867,0.0
qwen25vl,zero_shot,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.5,0.5,0.16666666666666666,,,0.0,1.0,0.25,0.25,0.0
qwen25vl,zero_shot,Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
qwen25vl,zero_shot,Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
qwen25vl,zero_shot,Comparision,5,5,1.0,-0.15384615384615374,-0.06060606060606055,0.04761904761904767,1.4,1.7320508075688772,-0.2,-0.32274861218395134,-0.3952847075210474,0.2,0.6,0.35,0.4330127018922193,0.0
qwen25vl,zero_shot,Example / Application,13,13,1.0,0.41607565011820336,0.25287356321839094,0.025000000000000022,1.5384615384615385,1.7097008285302207,0.9230769230769231,0.6533052580081484,0.7735282274967528,0.07692307692307693,0.46153846153846156,0.38461538461538464,0.42742520713255516,0.0
qwen25vl,zero_shot,Definition of Data Mining,8,8,1.0,0.8064516129032258,0.6363636363636364,0.4418604651162791,0.375,0.6123724356957945,-0.375,0.8703882797784892,0.7833891945495459,0.625,1.0,0.09375,0.15309310892394862,0.0
qwen25vl,zero_shot,KDD Process Steps,8,8,1.0,0.808,0.5384615384615384,0.09433962264150941,0.75,0.8660254037844386,-0.25,0.9060938341128382,0.9144087208387989,0.25,1.0,0.1875,0.21650635094610965,0.0
qwen25vl,zero_shot,Importance of Data Mining Marks=(4),8,8,1.0,0.5051546391752577,0.3191489361702128,0.11111111111111116,1.0,1.224744871391589,0.75,0.6510226865429845,0.7249791782804239,0.25,0.75,0.25,0.30618621784789724,0.0
qwen25vl,zero_shot,Understanding of normalization and related problems(3),10,10,1.0,0.13793103448275867,0.1095890410958904,0.125,0.65,0.7905694150420949,-0.55,0.5270462766947299,0.5270462766947299,0.3,1.0,0.2166666666666667,0.26352313834736496,0.0
qwen25vl,zero_shot,Explanation of normal forms(3),10,10,1.0,0.7,0.4871794871794872,0.23076923076923084,0.4,0.5477225575051661,-0.3,0.8181680188713227,0.8421375869317116,0.4,1.0,0.13333333333333333,0.18257418583505539,0.0
qwen25vl,zero_shot,Use of example(2),10,10,1.0,0.14814814814814814,0.16666666666666663,0.17647058823529416,0.55,0.758287544405155,0.05,0.2834101006325679,0.3962029078465307,0.3,0.8,0.275,0.3791437722025775,0.0
qwen25vl,zero_shot,Clear and organized writing(2),10,10,1.0,0.0,0.0,0.0,0.27999999523162844,0.4289522084556475,0.2200000047683716,,,0.5,1.0,0.13999999761581422,0.21447610422782376,0.0
qwen25vl,zero_shot,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
qwen25vl,zero_shot,Purpose of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,-0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
qwen25vl,zero_shot,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.19999999999999998,0.2,0.0
qwen25vl,zero_shot,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.5,0.5,0.16666666666666666,,,0.0,1.0,0.20000000000000004,0.20000000000000004,0.0
qwen25vl,zero_shot,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
qwen25vl,zero_shot,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,1.0,1.0,1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
qwen25vl,zero_shot,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.75,0.7905694150420949,0.75,,,0.0,1.0,0.25,0.26352313834736496,0.0
qwen25vl,zero_shot,Enables comparison between models and overfitting issues,2,2,1.0,,,,0.5,0.5,0.5,,,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0
qwen25vl,zero_shot,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
qwen25vl,zero_shot,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.33333333333333326,0.18181818181818188,0.06250000000000011,0.6666666666666666,0.9428090415820634,0.6666666666666666,0.5773502691896258,0.6030226891555273,0.4444444444444444,0.8888888888888888,0.16666666666666666,0.23570226039551584,0.0
qwen25vl,zero_shot,Technical Accuracy (2 Marks),9,9,1.0,0.08163265306122447,0.0,0.0,0.7777777777777778,0.9128709291752769,0.5555555555555556,0.21320071635561044,0.19518001458970663,0.1111111111111111,0.7777777777777778,0.3888888888888889,0.45643546458763845,0.0
qwen25vl,zero_shot,Examples/Protocols(1 Mark),9,9,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.5,0.5,0.0
qwen25vl,zero_shot,Clarity & Organization (1 Mark),9,9,1.0,0.16393442622950805,0.08695652173913027,0.0,0.4666666666666667,0.47609522856952335,0.2,0.5,0.5,0.0,1.0,0.4666666666666667,0.47609522856952335,0.0
